phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,32,5.3784,5.0,88.1,40.1,74.0,84.7,61.3,119.9,48.0,130.0,30.0,0.0,362.4,0.0,0.0,0.0,65.7,138.1,0.0,515.6,0.5,0.94,0.89,1.00,0.68,0.10,0.29,0.78,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1023635970.64,5373614.60,2413641.37,2413641.37,85915.53,326244.14,,-1993641.37,334084.47,0.210037,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.0,88.1],[40.1,74.0],[84.7,61.3],[119.9,48.0],[130.0,30.0]]","[[0.0,65.7],[138.1,0.0],[515.6,0.5]]","[[0.0,1.0],[12.996,1.0],[12.996,1.0],[64.98,1.0],[64.98,1.0],[116.963,1.0],[116.963,1.0],[129.959,1.0],[1000000000.0,1.0]]","[[0.0,0.938],[34.725,0.938],[34.725,0.892],[106.509,0.892],[106.509,1.0],[281.874,1.0],[281.874,0.675],[362.37,0.675],[363.37,0.0]]",SUBORBIT
Phase 1,25,6.2198,4.6,88.2,41.0,77.5,72.8,55.4,119.8,42.7,133.8,19.1,3.4,443.5,3.8,0.0,1.1,68.0,48.5,0.1,271.8,1.0,0.99,0.98,0.97,0.89,0.07,0.39,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1421524261.06,5823057.68,1000000000.00,0.00,0.00,319809.11,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,88.2],[41.0,77.5],[72.8,55.4],[119.8,42.7],[133.8,19.1]]","[[1.1,68.0],[48.5,0.1],[271.8,1.0]]","[[0.0,1.0],[13.38,1.0],[13.38,1.0],[66.898,1.0],[66.898,1.0],[120.416,1.0],[120.416,1.0],[133.796,1.0],[1000000000.0,1.0]]","[[0.0,0.992],[32.829,0.992],[32.829,0.982],[174.162,0.982],[174.162,0.965],[371.74,0.965],[371.74,0.894],[443.49,0.894],[444.49,0.0]]",ESCAPE
Phase 1,27,5.5583,0.3,87.5,56.3,69.0,74.5,57.0,119.5,31.3,139.8,30.0,0.4,953.8,7.8,0.0,11.4,72.7,46.7,1.6,250.8,0.0,1.00,0.84,0.99,0.99,0.05,0.46,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2387857285.98,5808943.36,1000000000.00,0.00,0.00,319760.52,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.3,87.5],[56.3,69.0],[74.5,57.0],[119.5,31.3],[139.8,30.0]]","[[11.4,72.7],[46.7,1.6],[250.8,0.0]]","[[0.0,1.0],[13.976,1.0],[13.976,1.0],[69.879,1.0],[69.879,1.0],[125.783,1.0],[125.783,1.0],[139.758,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[51.205,0.999],[51.205,0.841],[441.467,0.841],[441.467,0.994],[868.337,0.994],[868.337,0.994],[953.769,0.994],[954.769,0.0]]",ESCAPE
Phase 1,29,5.6495,2.1,86.7,53.5,79.7,90.0,54.0,111.8,46.1,142.6,14.5,4.0,505.5,0.2,0.0,3.7,75.0,116.4,12.9,153.1,0.4,0.88,0.98,0.71,0.96,0.19,0.32,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,52291977.88,5768949.90,52171866.60,120111.28,52171866.60,400753.03,,299888.72,52591866.60,0.796724,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.1,86.7],[53.5,79.7],[90.0,54.0],[111.8,46.1],[142.6,14.5]]","[[3.7,75.0],[116.4,12.9],[153.1,0.4]]","[[0.0,1.0],[14.262,1.0],[14.262,1.0],[71.308,1.0],[71.308,1.0],[128.355,1.0],[128.355,1.0],[142.617,1.0],[1000000000.0,1.0]]","[[0.0,0.881],[98.36,0.881],[98.36,0.982],[161.242,0.982],[161.242,0.707],[446.551,0.707],[446.551,0.961],[505.508,0.961],[506.508,0.0]]",OK
Phase 1,30,5.2664,8.5,87.6,34.4,72.6,51.7,55.1,117.8,43.1,137.6,21.3,5.2,740.7,7.6,0.0,0.1,67.3,193.0,2.6,161.6,1.8,0.83,0.75,0.99,0.85,0.09,0.30,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2365268068.27,5726977.98,1000000000.00,0.00,0.00,319085.62,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.5,87.6],[34.4,72.6],[51.7,55.1],[117.8,43.1],[137.6,21.3]]","[[0.1,67.3],[161.6,1.8],[193.0,2.6]]","[[0.0,1.0],[13.763,1.0],[13.763,1.0],[68.817,1.0],[68.817,1.0],[123.871,1.0],[123.871,1.0],[137.634,1.0],[1000000000.0,1.0]]","[[0.0,0.834],[67.727,0.834],[67.727,0.753],[219.127,0.753],[219.127,0.995],[683.329,0.995],[683.329,0.846],[740.723,0.846],[741.723,0.0]]",ESCAPE
Phase 1,38,5.6714,4.0,88.8,43.3,66.2,74.4,58.7,119.6,46.6,140.1,13.7,0.6,60.2,10.2,0.0,9.2,74.9,58.9,9.0,485.9,2.0,0.84,0.98,0.93,1.00,0.11,0.37,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1070204594.78,3716141.41,6640685.16,6640685.16,157058.02,263011.66,,-6220685.16,262941.98,0.955687,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,88.8],[43.3,66.2],[74.4,58.7],[119.6,46.6],[140.1,13.7]]","[[9.2,74.9],[58.9,9.0],[485.9,2.0]]","[[0.0,1.0],[14.005,1.0],[14.005,1.0],[70.026,1.0],[70.026,1.0],[126.047,1.0],[126.047,1.0],[140.052,1.0],[1000000000.0,1.0]]","[[0.0,0.843],[6.43,0.843],[6.43,0.984],[22.459,0.984],[22.459,0.931],[54.704,0.931],[54.704,1.0],[60.215,1.0],[61.215,0.0]]",SUBORBIT
Phase 1,36,6.2209,2.4,90.0,54.0,76.6,76.0,55.2,118.4,49.8,141.2,24.9,0.0,271.5,14.7,0.0,4.8,71.0,48.2,0.0,421.1,0.1,1.00,0.98,0.89,0.99,0.12,0.37,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1056458240.20,5021469.14,5392500.00,5392500.00,140740.24,278596.42,,-4972500.00,279259.76,0.652493,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.4,90.0],[54.0,76.6],[76.0,55.2],[118.4,49.8],[141.2,24.9]]","[[4.8,71.0],[48.2,0.0],[421.1,0.1]]","[[0.0,1.0],[14.121,1.0],[14.121,1.0],[70.604,1.0],[70.604,1.0],[127.087,1.0],[127.087,1.0],[141.208,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[32.132,1.0],[32.132,0.975],[99.966,0.975],[99.966,0.887],[249.044,0.887],[249.044,0.992],[271.487,0.992],[272.487,0.0]]",SUBORBIT
Phase 1,34,5.5615,7.2,89.9,43.5,84.0,79.7,56.2,120.0,38.1,143.8,23.6,7.2,157.3,6.4,0.0,4.4,49.0,61.1,0.8,150.1,4.6,0.77,0.98,0.97,0.82,0.15,0.34,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1067991036.57,4255926.18,6438753.34,6438753.34,164749.85,255256.76,,-6018753.34,255250.15,0.899048,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.2,89.9],[43.5,84.0],[79.7,56.2],[120.0,38.1],[143.8,23.6]]","[[4.4,49.0],[61.1,0.8],[150.1,4.6]]","[[0.0,1.0],[14.379,1.0],[14.379,1.0],[71.894,1.0],[71.894,1.0],[129.409,1.0],[129.409,1.0],[143.788,1.0],[1000000000.0,1.0]]","[[0.0,0.767],[23.317,0.767],[23.317,0.981],[53.8,0.981],[53.8,0.967],[143.166,0.967],[143.166,0.82],[157.291,0.82],[158.291,0.0]]",SUBORBIT
Phase 1,35,5.5858,9.8,87.3,55.3,73.3,79.0,56.2,110.5,45.5,145.3,28.9,8.1,950.2,15.1,0.0,20.2,55.0,99.5,7.3,252.0,4.1,0.95,0.88,0.91,0.92,0.09,0.54,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1804469976.24,5794086.35,1000000000.00,0.00,0.00,319345.66,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.8,87.3],[55.3,73.3],[79.0,56.2],[110.5,45.5],[145.3,28.9]]","[[20.2,55.0],[99.5,7.3],[252.0,4.1]]","[[0.0,1.0],[14.533,1.0],[14.533,1.0],[72.663,1.0],[72.663,1.0],[130.793,1.0],[130.793,1.0],[145.326,1.0],[1000000000.0,1.0]]","[[0.0,0.946],[88.291,0.946],[88.291,0.88],[515.359,0.88],[515.359,0.909],[799.833,0.909],[799.833,0.925],[950.153,0.925],[951.153,0.0]]",ESCAPE
Phase 1,33,5.9820,4.2,89.9,45.6,77.9,90.0,49.1,118.9,49.5,129.6,16.1,2.9,694.6,1.1,0.0,15.6,65.0,40.4,5.9,277.4,0.1,0.86,0.99,0.93,1.00,0.14,0.25,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2314890705.46,5876870.13,1000000000.00,0.00,0.00,319788.12,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.2,89.9],[45.6,77.9],[90.0,49.1],[118.9,49.5],[129.6,16.1]]","[[15.6,65.0],[40.4,5.9],[277.4,0.1]]","[[0.0,1.0],[12.962,1.0],[12.962,1.0],[64.808,1.0],[64.808,1.0],[116.654,1.0],[116.654,1.0],[129.616,1.0],[1000000000.0,1.0]]","[[0.0,0.862],[100.303,0.862],[100.303,0.995],[174.403,0.995],[174.403,0.929],[634.427,0.929],[634.427,1.0],[694.551,1.0],[695.551,0.0]]",ESCAPE
Phase 1,40,5.9083,2.4,89.2,51.9,71.5,79.5,50.6,117.2,49.4,149.2,19.2,0.5,688.2,18.4,0.0,7.0,72.4,41.5,0.6,383.6,5.3,0.91,1.00,0.94,1.00,0.10,0.31,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2422344989.35,5877372.02,1000000000.00,0.00,0.00,319779.74,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.4,89.2],[51.9,71.5],[79.5,50.6],[117.2,49.4],[149.2,19.2]]","[[7.0,72.4],[41.5,0.6],[383.6,5.3]]","[[0.0,1.0],[14.918,1.0],[14.918,1.0],[74.592,1.0],[74.592,1.0],[134.265,1.0],[134.265,1.0],[149.184,1.0],[1000000000.0,1.0]]","[[0.0,0.914],[72.173,0.914],[72.173,1.0],[214.694,1.0],[214.694,0.941],[597.83,0.941],[597.83,1.0],[688.22,1.0],[689.22,0.0]]",ESCAPE
Phase 1,37,6.1086,2.8,89.2,41.1,81.6,72.6,62.8,120.0,48.8,141.7,25.0,8.1,421.3,8.7,0.0,3.0,62.0,41.5,0.6,239.4,3.7,0.92,0.93,0.94,0.97,0.12,0.44,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,27084152.74,5754559.98,26821692.50,262460.24,26821692.50,269301.92,,157539.76,27241692.50,0.674722,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.8,89.2],[41.1,81.6],[72.6,62.8],[120.0,48.8],[141.7,25.0]]","[[3.0,62.0],[41.5,0.6],[239.4,3.7]]","[[0.0,1.0],[14.171,1.0],[14.171,1.0],[70.857,1.0],[70.857,1.0],[127.542,1.0],[127.542,1.0],[141.713,1.0],[1000000000.0,1.0]]","[[0.0,0.924],[52.145,0.924],[52.145,0.935],[186.16,0.935],[186.16,0.943],[398.65,0.943],[398.65,0.97],[421.27,0.97],[422.27,0.0]]",OK
Phase 1,39,6.2288,2.4,89.8,53.3,71.1,73.9,55.3,118.7,50.0,128.2,12.6,5.6,694.0,7.5,0.0,7.4,64.9,83.6,5.8,322.4,0.3,0.71,0.96,0.94,0.91,0.17,0.60,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2392643172.93,5877226.63,1000000000.00,0.00,0.00,318771.02,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.4,89.8],[53.3,71.1],[73.9,55.3],[118.7,50.0],[128.2,12.6]]","[[7.4,64.9],[83.6,5.8],[322.4,0.3]]","[[0.0,1.0],[12.822,1.0],[12.822,1.0],[64.111,1.0],[64.111,1.0],[115.399,1.0],[115.399,1.0],[128.221,1.0],[1000000000.0,1.0]]","[[0.0,0.715],[117.833,0.715],[117.833,0.956],[415.967,0.956],[415.967,0.94],[599.665,0.94],[599.665,0.907],[694.036,0.907],[695.036,0.0]]",ESCAPE
Phase 1,41,6.3056,3.0,89.9,46.0,75.2,81.1,42.2,119.5,48.7,124.0,20.6,0.2,848.6,19.4,0.0,5.3,56.7,44.4,0.1,221.5,0.7,0.70,0.84,0.86,1.00,0.23,0.55,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1067665380.92,5479520.12,6406983.32,6406983.32,188564.35,231434.73,impact,-5986983.32,231435.65,0.890068,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.0,89.9],[46.0,75.2],[81.1,42.2],[119.5,48.7],[124.0,20.6]]","[[5.3,56.7],[44.4,0.1],[221.5,0.7]]","[[0.0,1.0],[12.398,1.0],[12.398,1.0],[61.989,1.0],[61.989,1.0],[111.58,1.0],[111.58,1.0],[123.978,1.0],[1000000000.0,1.0]]","[[0.0,0.697],[193.236,0.697],[193.236,0.836],[468.735,0.836],[468.735,0.859],[800.782,0.859],[800.782,0.999],[848.646,0.999],[849.646,0.0]]",CRASH
Phase 1,43,5.6334,4.5,90.0,34.0,72.3,88.9,55.6,118.4,47.8,137.0,17.7,0.0,286.1,8.4,0.0,1.9,71.7,113.4,5.9,415.6,0.4,0.85,0.83,0.90,0.99,0.22,0.42,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1056308573.05,4980116.37,5383033.58,5383033.58,95203.62,324796.33,,-4963033.58,324796.38,0.652515,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.5,90.0],[34.0,72.3],[88.9,55.6],[118.4,47.8],[137.0,17.7]]","[[1.9,71.7],[113.4,5.9],[415.6,0.4]]","[[0.0,1.0],[13.702,1.0],[13.702,1.0],[68.508,1.0],[68.508,1.0],[123.315,1.0],[123.315,1.0],[137.016,1.0],[1000000000.0,1.0]]","[[0.0,0.85],[63.06,0.85],[63.06,0.828],[119.231,0.828],[119.231,0.904],[270.541,0.904],[270.541,0.992],[286.08,0.992],[287.08,0.0]]",SUBORBIT
Phase 1,42,5.5452,2.7,87.1,46.8,79.9,57.8,52.6,119.9,46.1,136.0,19.3,12.9,687.5,1.6,0.0,0.4,66.7,123.7,5.8,301.1,6.7,0.87,0.81,0.99,0.98,0.15,0.26,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1097872147.38,5773482.90,1000000000.00,0.00,0.00,329503.70,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,87.1],[46.8,79.9],[57.8,52.6],[119.9,46.1],[136.0,19.3]]","[[0.4,66.7],[123.7,5.8],[301.1,6.7]]","[[0.0,1.0],[13.598,1.0],[13.598,1.0],[67.99,1.0],[67.99,1.0],[122.382,1.0],[122.382,1.0],[135.98,1.0],[1000000000.0,1.0]]","[[0.0,0.866],[106.245,0.866],[106.245,0.81],[178.289,0.81],[178.289,0.988],[623.989,0.988],[623.989,0.983],[687.502,0.983],[688.502,0.0]]",ESCAPE
Phase 1,44,6.1224,1.5,89.3,53.7,72.7,80.4,57.3,119.5,39.4,129.8,20.8,0.3,796.9,12.6,0.0,0.2,73.2,40.8,9.1,503.3,3.3,0.91,1.00,0.94,0.74,0.05,0.39,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1076125756.51,5806093.97,1000000000.00,0.00,0.00,363084.86,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.5,89.3],[53.7,72.7],[80.4,57.3],[119.5,39.4],[129.8,20.8]]","[[0.2,73.2],[40.8,9.1],[503.3,3.3]]","[[0.0,1.0],[12.975,1.0],[12.975,1.0],[64.876,1.0],[64.876,1.0],[116.777,1.0],[116.777,1.0],[129.753,1.0],[1000000000.0,1.0]]","[[0.0,0.913],[40.409,0.913],[40.409,0.998],[307.115,0.998],[307.115,0.942],[711.294,0.942],[711.294,0.742],[796.9,0.742],[797.9,0.0]]",ESCAPE
Phase 1,46,5.4743,1.0,88.6,48.2,70.1,75.1,54.0,111.3,50.0,131.6,23.8,2.6,205.1,7.7,0.0,0.2,71.3,89.3,6.5,435.7,5.7,0.93,0.98,0.90,0.94,0.10,0.50,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1064320282.53,4545883.41,6109480.42,6109480.42,115997.92,304012.25,,-5689480.42,304002.08,0.814717,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,88.6],[48.2,70.1],[75.1,54.0],[111.3,50.0],[131.6,23.8]]","[[0.2,71.3],[89.3,6.5],[435.7,5.7]]","[[0.0,1.0],[13.162,1.0],[13.162,1.0],[65.811,1.0],[65.811,1.0],[118.459,1.0],[118.459,1.0],[131.621,1.0],[1000000000.0,1.0]]","[[0.0,0.929],[21.456,0.929],[21.456,0.983],[102.293,0.983],[102.293,0.895],[188.797,0.895],[188.797,0.943],[205.06,0.943],[206.06,0.0]]",SUBORBIT
Phase 1,45,5.6897,3.7,88.8,44.0,71.9,74.3,51.6,114.1,45.4,121.5,18.9,0.4,499.4,15.2,0.0,22.9,74.9,155.4,5.5,196.0,4.2,0.68,0.78,1.00,0.88,0.11,0.37,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1145779445.72,5782160.40,1000000000.00,0.00,0.00,322931.36,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.7,88.8],[44.0,71.9],[74.3,51.6],[114.1,45.4],[121.5,18.9]]","[[22.9,74.9],[155.4,5.5],[196.0,4.2]]","[[0.0,1.0],[12.146,1.0],[12.146,1.0],[60.731,1.0],[60.731,1.0],[109.317,1.0],[109.317,1.0],[121.463,1.0],[1000000000.0,1.0]]","[[0.0,0.678],[57.038,0.678],[57.038,0.775],[185.434,0.775],[185.434,0.999],[460.985,0.999],[460.985,0.879],[499.421,0.879],[500.421,0.0]]",ESCAPE
Phase 1,48,5.5653,12.5,89.6,40.5,76.5,70.5,52.1,119.9,48.2,129.5,22.9,0.7,700.5,1.6,0.0,0.7,67.6,183.2,4.2,175.3,1.7,0.92,0.85,1.00,0.95,0.17,0.26,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004914941.94,5783611.13,1000000000.00,0.00,0.00,437427.63,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.5,89.6],[40.5,76.5],[70.5,52.1],[119.9,48.2],[129.5,22.9]]","[[0.7,67.6],[175.3,1.7],[183.2,4.2]]","[[0.0,1.0],[12.949,1.0],[12.949,1.0],[64.747,1.0],[64.747,1.0],[116.545,1.0],[116.545,1.0],[129.494,1.0],[1000000000.0,1.0]]","[[0.0,0.921],[117.065,0.921],[117.065,0.847],[179.37,0.847],[179.37,1.0],[627.561,1.0],[627.561,0.948],[700.492,0.948],[701.492,0.0]]",ESCAPE
Phase 1,47,5.9878,1.0,88.1,46.8,68.3,70.4,56.8,120.0,49.2,119.5,28.9,1.8,806.2,17.4,0.0,3.5,70.0,46.1,1.0,467.4,0.5,0.87,0.92,0.85,0.94,0.17,0.35,0.78,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2523006596.63,5877430.00,1000000000.00,0.00,0.00,320718.85,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,88.1],[46.8,68.3],[70.4,56.8],[119.5,28.9],[120.0,49.2]]","[[3.5,70.0],[46.1,1.0],[467.4,0.5]]","[[0.0,1.0],[11.948,1.0],[11.948,1.0],[59.74,1.0],[59.74,1.0],[107.531,1.0],[107.531,1.0],[119.479,1.0],[1000000000.0,1.0]]","[[0.0,0.873],[134.954,0.873],[134.954,0.924],[284.125,0.924],[284.125,0.846],[627.992,0.846],[627.992,0.936],[806.194,0.936],[807.194,0.0]]",ESCAPE
Phase 1,50,5.7636,4.4,89.6,39.4,74.7,71.4,55.1,114.6,43.7,129.6,22.7,4.9,179.0,5.6,0.0,9.6,51.2,43.3,15.6,266.0,3.6,0.70,0.89,0.99,0.83,0.20,0.32,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1065839314.83,4429117.42,6245541.31,6245541.31,138360.46,281651.85,,-5825541.31,281639.54,0.848444,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.4,89.6],[39.4,74.7],[71.4,55.1],[114.6,43.7],[129.6,22.7]]","[[9.6,51.2],[43.3,15.6],[266.0,3.6]]","[[0.0,1.0],[12.96,1.0],[12.96,1.0],[64.802,1.0],[64.802,1.0],[116.643,1.0],[116.643,1.0],[129.604,1.0],[1000000000.0,1.0]]","[[0.0,0.699],[35.308,0.699],[35.308,0.891],[56.859,0.891],[56.859,0.988],[157.841,0.988],[157.841,0.828],[179.001,0.828],[180.001,0.0]]",SUBORBIT
Phase 1,51,6.0056,3.2,90.0,47.9,75.7,74.8,57.7,115.1,47.1,149.0,23.8,13.3,660.4,0.8,0.0,9.1,69.7,248.8,0.0,207.7,8.7,1.00,0.99,0.91,1.00,0.16,0.61,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001377035.45,5823472.19,1000000000.00,0.00,0.00,634088.01,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.2,90.0],[47.9,75.7],[74.8,57.7],[115.1,47.1],[149.0,23.8]]","[[9.1,69.7],[207.7,8.7],[248.8,0.0]]","[[0.0,1.0],[14.905,1.0],[14.905,1.0],[74.524,1.0],[74.524,1.0],[134.143,1.0],[134.143,1.0],[149.048,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[103.1,0.999],[103.1,0.986],[401.911,0.986],[401.911,0.913],[627.319,0.913],[627.319,1.0],[660.42,1.0],[661.42,0.0]]",ESCAPE
Phase 1,52,5.5729,5.8,90.0,38.7,77.7,78.8,58.9,119.8,48.4,140.0,26.1,4.2,971.1,23.1,0.0,1.8,72.8,169.4,1.5,234.4,3.9,1.00,0.99,1.00,0.96,0.24,0.38,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002794923.76,5757446.74,1000000000.00,0.00,0.00,426037.94,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.8,90.0],[38.7,77.7],[78.8,58.9],[119.8,48.4],[140.0,26.1]]","[[1.8,72.8],[169.4,1.5],[234.4,3.9]]","[[0.0,1.0],[14.003,1.0],[14.003,1.0],[70.014,1.0],[70.014,1.0],[126.025,1.0],[126.025,1.0],[140.028,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[229.433,0.999],[229.433,0.991],[367.339,0.991],[367.339,1.0],[913.583,1.0],[913.583,0.96],[971.078,0.96],[972.078,0.0]]",ESCAPE
Phase 1,56,5.9254,8.7,88.8,46.9,82.4,86.3,57.7,120.0,49.6,140.9,29.8,3.2,411.4,8.4,0.0,3.0,56.0,196.4,0.9,620.9,1.9,0.89,0.80,1.00,0.95,0.23,0.45,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,7399363.71,5708441.26,7376981.10,22382.61,7376981.10,468458.78,,397617.39,7796981.10,0.353418,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.7,88.8],[46.9,82.4],[86.3,57.7],[120.0,49.6],[140.9,29.8]]","[[3.0,56.0],[196.4,0.9],[620.9,1.9]]","[[0.0,1.0],[14.09,1.0],[14.09,1.0],[70.449,1.0],[70.449,1.0],[126.809,1.0],[126.809,1.0],[140.899,1.0],[1000000000.0,1.0]]","[[0.0,0.89],[95.041,0.89],[95.041,0.802],[186.263,0.802],[186.263,0.997],[390.692,0.997],[390.692,0.95],[411.369,0.95],[412.369,0.0]]",OK
Phase 1,49,6.4941,5.2,88.3,39.8,78.4,62.4,58.9,113.8,46.4,137.8,19.0,1.4,405.5,3.0,0.0,1.2,73.8,71.0,2.5,253.2,1.6,1.00,0.87,1.00,1.00,0.16,0.48,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,15043697.48,5721233.27,14900006.98,143690.49,14900006.98,355499.69,,276309.51,15320006.98,0.530861,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,88.3],[39.8,78.4],[62.4,58.9],[113.8,46.4],[137.8,19.0]]","[[1.2,73.8],[71.0,2.5],[253.2,1.6]]","[[0.0,1.0],[13.782,1.0],[13.782,1.0],[68.908,1.0],[68.908,1.0],[124.034,1.0],[124.034,1.0],[137.815,1.0],[1000000000.0,1.0]]","[[0.0,0.997],[63.991,0.997],[63.991,0.87],[192.848,0.87],[192.848,0.996],[347.226,0.996],[347.226,0.999],[405.486,0.999],[406.486,0.0]]",OK
Phase 1,55,6.3701,4.3,86.3,45.8,71.2,86.1,42.4,115.5,50.0,137.7,19.0,7.2,425.6,5.8,0.0,0.9,68.2,54.8,1.3,261.0,0.5,0.77,0.96,0.85,0.95,0.13,0.26,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009435419.70,5668127.58,8196008.51,385401.02,8196008.51,244398.44,,34598.98,8616008.51,0.401139,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.3,86.3],[45.8,71.2],[86.1,42.4],[115.5,50.0],[137.7,19.0]]","[[0.9,68.2],[54.8,1.3],[261.0,0.5]]","[[0.0,1.0],[13.775,1.0],[13.775,1.0],[68.874,1.0],[68.874,1.0],[123.973,1.0],[123.973,1.0],[137.748,1.0],[1000000000.0,1.0]]","[[0.0,0.771],[53.832,0.771],[53.832,0.961],[108.7,0.961],[108.7,0.849],[388.345,0.849],[388.345,0.953],[425.639,0.953],[426.639,0.0]]",SUBORBIT
