phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_pitch_time_3,upper_pitch_angle_3,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,eval_t_sim_s,eval_altitude_m,eval_speed_mps,eval_vr_mps,eval_fpa_deg,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),2815,5.6714,6.1,85.1,26.9,79.9,83.3,61.7,115.5,40.7,130.9,29.3,16.3,674.8,18.7,0.0,0.6,47.1,134.2,22.4,751.6,3.9,925.7,2.7,0.82,0.98,0.94,0.74,0.10,0.39,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000255974.70,5779141.73,1000000000.00,0.00,0.00,599274.21,561.500,599274.21,10694.941,2374.857,12.830,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,85.1],[26.9,79.9],[83.3,61.7],[115.5,40.7],[130.9,29.3]]","[[0.6,47.1],[134.2,22.4],[751.6,3.9],[925.7,2.7]]","[[0.0,1.0],[13.094,1.0],[13.094,1.0],[65.47,1.0],[65.47,1.0],[117.847,1.0],[117.847,1.0],[130.941,1.0],[1000000000.0,1.0]]","[[0.0,0.819],[69.036,0.819],[69.036,0.98],[259.8,0.98],[259.8,0.943],[559.802,0.943],[559.802,0.737],[674.772,0.737],[675.772,0.0]]",ESCAPE
Phase 2 (coarse),2814,5.5905,5.7,84.0,34.0,77.3,83.5,63.3,119.9,44.6,132.5,29.7,14.5,762.0,20.1,0.0,0.5,56.2,141.3,16.5,673.1,3.1,783.5,3.0,0.77,0.93,0.94,0.75,0.07,0.30,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001940004.39,5755173.67,1000000000.00,0.00,0.00,485168.26,571.000,485168.26,10786.686,1565.371,8.344,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,84.0],[34.0,77.3],[83.5,63.3],[119.9,44.6],[132.5,29.7]]","[[0.5,56.2],[141.3,16.5],[673.1,3.1],[783.5,3.0]]","[[0.0,1.0],[13.253,1.0],[13.253,1.0],[66.263,1.0],[66.263,1.0],[119.273,1.0],[119.273,1.0],[132.525,1.0],[1000000000.0,1.0]]","[[0.0,0.773],[50.009,0.773],[50.009,0.929],[229.82,0.929],[229.82,0.943],[611.9,0.943],[611.9,0.751],[761.961,0.751],[762.961,0.0]]",ESCAPE
Phase 2 (coarse),2813,5.8657,5.7,83.2,32.2,80.1,82.8,60.1,119.8,43.6,131.5,30.0,16.5,677.4,15.3,0.0,12.6,43.9,83.2,5.8,653.7,4.3,989.6,4.4,0.86,0.93,0.99,0.73,0.06,0.37,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2354199090.29,5878434.72,1000000000.00,0.00,0.00,318683.23,607.000,318683.23,13010.918,1289.774,5.689,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,83.2],[32.2,80.1],[82.8,60.1],[119.8,43.6],[131.5,30.0]]","[[12.6,43.9],[83.2,5.8],[653.7,4.3],[989.6,4.4]]","[[0.0,1.0],[13.153,1.0],[13.153,1.0],[65.766,1.0],[65.766,1.0],[118.378,1.0],[118.378,1.0],[131.531,1.0],[1000000000.0,1.0]]","[[0.0,0.863],[37.444,0.863],[37.444,0.931],[249.639,0.931],[249.639,0.987],[545.692,0.987],[545.692,0.732],[677.44,0.732],[678.44,0.0]]",ESCAPE
Phase 2 (coarse),2816,5.6609,5.3,82.7,29.3,81.1,82.1,57.6,115.9,43.4,140.6,30.0,20.0,779.3,19.1,0.0,8.7,41.3,107.7,19.5,695.6,4.5,717.8,4.3,0.87,0.83,0.87,0.73,0.05,0.35,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009819828.29,5770052.75,1000000000.00,0.00,0.00,419132.56,602.500,419132.56,10851.907,1458.803,7.726,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.3,82.7],[29.3,81.1],[82.1,57.6],[115.9,43.4],[140.6,30.0]]","[[8.7,41.3],[107.7,19.5],[695.6,4.5],[717.8,4.3]]","[[0.0,1.0],[14.06,1.0],[14.06,1.0],[70.299,1.0],[70.299,1.0],[126.538,1.0],[126.538,1.0],[140.598,1.0],[1000000000.0,1.0]]","[[0.0,0.867],[40.81,0.867],[40.81,0.827],[273.813,0.827],[273.813,0.873],[646.881,0.873],[646.881,0.731],[779.345,0.731],[780.345,0.0]]",ESCAPE
Phase 2 (coarse),2818,5.7489,5.3,87.4,30.3,84.5,81.9,63.2,119.1,44.3,134.2,29.9,16.9,833.4,20.1,0.0,13.7,53.8,139.9,22.8,597.1,4.3,738.6,4.1,0.95,1.00,1.00,0.73,0.05,0.32,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006882875.97,5812356.42,1000000000.00,0.00,0.00,693764.15,551.000,693764.15,10635.654,2517.641,13.693,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.3,87.4],[30.3,84.5],[81.9,63.2],[119.1,44.3],[134.2,29.9]]","[[13.7,53.8],[139.9,22.8],[597.1,4.3],[738.6,4.1]]","[[0.0,1.0],[13.424,1.0],[13.424,1.0],[67.121,1.0],[67.121,1.0],[120.817,1.0],[120.817,1.0],[134.241,1.0],[1000000000.0,1.0]]","[[0.0,0.95],[41.772,0.95],[41.772,0.996],[263.678,0.996],[263.678,0.995],[705.545,0.995],[705.545,0.733],[833.371,0.733],[834.371,0.0]]",ESCAPE
Phase 2 (coarse),2819,5.6109,5.9,84.6,29.3,80.8,79.1,62.0,115.3,41.5,134.3,29.9,14.2,789.7,18.7,0.0,0.9,46.3,177.6,22.5,649.9,2.9,558.0,1.9,0.84,0.99,0.98,0.78,0.06,0.30,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007511806.35,5760455.39,1000000000.00,0.00,0.00,654951.76,551.500,654951.76,10666.098,2524.340,13.690,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,84.6],[29.3,80.8],[79.1,62.0],[115.3,41.5],[134.3,29.9]]","[[0.9,46.3],[177.6,22.5],[558.0,1.9],[649.9,2.9]]","[[0.0,1.0],[13.434,1.0],[13.434,1.0],[67.169,1.0],[67.169,1.0],[120.904,1.0],[120.904,1.0],[134.338,1.0],[1000000000.0,1.0]]","[[0.0,0.838],[48.786,0.838],[48.786,0.99],[240.473,0.99],[240.473,0.979],[645.263,0.979],[645.263,0.784],[789.66,0.784],[790.66,0.0]]",ESCAPE
Phase 2 (coarse),2822,5.8209,6.1,84.5,30.8,77.0,82.7,62.3,115.1,42.3,124.8,28.8,13.7,832.8,19.8,0.0,6.3,59.1,170.1,20.0,799.2,3.9,781.1,4.5,0.85,1.00,0.95,0.75,0.08,0.26,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008096839.43,5817323.66,1000000000.00,0.00,0.00,686877.12,556.500,686877.12,10643.111,2561.334,13.925,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,84.5],[30.8,77.0],[82.7,62.3],[115.1,42.3],[124.8,28.8]]","[[6.3,59.1],[170.1,20.0],[781.1,4.5],[799.2,3.9]]","[[0.0,1.0],[12.479,1.0],[12.479,1.0],[62.393,1.0],[62.393,1.0],[112.308,1.0],[112.308,1.0],[124.786,1.0],[1000000000.0,1.0]]","[[0.0,0.851],[65.037,0.851],[65.037,0.998],[219.121,0.998],[219.121,0.952],[676.029,0.952],[676.029,0.753],[832.762,0.753],[833.762,0.0]]",ESCAPE
Phase 2 (coarse),2820,5.6893,6.0,85.1,24.7,80.1,80.3,63.3,117.9,40.8,132.3,29.9,16.5,775.8,12.4,0.0,2.4,53.0,57.0,21.7,800.5,4.0,857.6,1.8,0.80,1.00,0.92,0.85,0.11,0.33,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000803860.95,5775273.53,1000000000.00,0.00,0.00,532839.28,556.000,532839.28,10747.291,2087.828,11.202,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,85.1],[24.7,80.1],[80.3,63.3],[117.9,40.8],[132.3,29.9]]","[[2.4,53.0],[57.0,21.7],[800.5,4.0],[857.6,1.8]]","[[0.0,1.0],[13.234,1.0],[13.234,1.0],[66.171,1.0],[66.171,1.0],[119.108,1.0],[119.108,1.0],[132.343,1.0],[1000000000.0,1.0]]","[[0.0,0.804],[83.473,0.804],[83.473,0.999],[253.73,0.999],[253.73,0.925],[678.105,0.925],[678.105,0.85],[775.825,0.85],[776.825,0.0]]",ESCAPE
Phase 2 (coarse),2823,5.6351,5.4,82.6,25.0,83.4,82.3,63.3,119.6,43.4,137.7,29.7,14.6,726.9,12.0,0.0,11.6,47.5,113.8,15.2,295.3,4.5,968.2,1.3,0.84,0.94,0.99,0.76,0.10,0.25,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1048134483.91,5771279.28,1000000000.00,0.00,0.00,377945.71,551.500,377945.71,10879.591,717.196,3.780,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,82.6],[25.0,83.4],[82.3,63.3],[119.6,43.4],[137.7,29.7]]","[[11.6,47.5],[113.8,15.2],[295.3,4.5],[968.2,1.3]]","[[0.0,1.0],[13.768,1.0],[13.768,1.0],[68.842,1.0],[68.842,1.0],[123.916,1.0],[123.916,1.0],[137.684,1.0],[1000000000.0,1.0]]","[[0.0,0.841],[71.683,0.841],[71.683,0.941],[183.797,0.941],[183.797,0.988],[654.392,0.988],[654.392,0.762],[726.886,0.762],[727.886,0.0]]",ESCAPE
Phase 2 (coarse),2824,5.6123,5.0,84.3,25.9,79.2,83.0,63.3,120.0,41.2,135.5,29.5,17.7,833.6,17.3,0.0,0.4,65.1,87.9,15.7,639.8,4.1,525.5,3.3,0.76,0.99,0.98,0.79,0.12,0.27,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1021800182.68,5752204.46,1000000000.00,0.00,0.00,402956.96,568.000,402956.96,10857.091,1273.996,6.739,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.0,84.3],[25.9,79.2],[83.0,63.3],[120.0,41.2],[135.5,29.5]]","[[0.4,65.1],[87.9,15.7],[525.5,3.3],[639.8,4.1]]","[[0.0,1.0],[13.547,1.0],[13.547,1.0],[67.737,1.0],[67.737,1.0],[121.926,1.0],[121.926,1.0],[135.473,1.0],[1000000000.0,1.0]]","[[0.0,0.758],[98.473,0.758],[98.473,0.985],[224.446,0.985],[224.446,0.976],[707.963,0.976],[707.963,0.792],[833.568,0.792],[834.568,0.0]]",ESCAPE
Phase 2 (coarse),2817,5.7314,5.7,84.1,25.5,81.3,83.4,59.5,120.0,41.4,132.2,30.0,13.7,808.8,16.9,0.0,3.7,54.8,40.6,22.4,690.5,4.5,983.5,2.4,0.76,0.87,1.00,0.91,0.12,0.27,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006748764.53,5793100.77,1000000000.00,0.00,0.00,456776.65,573.500,456776.65,10817.968,1738.467,9.248,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,84.1],[25.5,81.3],[83.4,59.5],[120.0,41.4],[132.2,30.0]]","[[3.7,54.8],[40.6,22.4],[690.5,4.5],[983.5,2.4]]","[[0.0,1.0],[13.218,1.0],[13.218,1.0],[66.089,1.0],[66.089,1.0],[118.961,1.0],[118.961,1.0],[132.179,1.0],[1000000000.0,1.0]]","[[0.0,0.757],[94.115,0.757],[94.115,0.875],[217.368,0.875],[217.368,0.998],[739.893,0.998],[739.893,0.915],[808.8,0.915],[809.8,0.0]]",ESCAPE
Phase 2 (coarse),2821,5.5950,5.8,85.3,28.5,80.7,82.9,61.6,119.9,45.2,133.2,29.3,13.8,798.4,19.2,0.0,6.0,45.3,209.6,23.0,801.1,4.4,1013.5,0.8,0.75,0.86,0.99,0.84,0.06,0.28,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010343747.79,5766096.14,1000000000.00,0.00,0.00,632576.24,580.000,632576.24,10688.379,2621.937,14.200,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.8,85.3],[28.5,80.7],[82.9,61.6],[119.9,45.2],[133.2,29.3]]","[[6.0,45.3],[209.6,23.0],[801.1,4.4],[1013.5,0.8]]","[[0.0,1.0],[13.325,1.0],[13.325,1.0],[66.624,1.0],[66.624,1.0],[119.923,1.0],[119.923,1.0],[133.247,1.0],[1000000000.0,1.0]]","[[0.0,0.748],[48.911,0.748],[48.911,0.859],[225.013,0.859],[225.013,0.989],[662.006,0.989],[662.006,0.836],[798.38,0.836],[799.38,0.0]]",ESCAPE
Phase 2 (coarse),2829,5.5926,6.1,86.0,26.5,83.7,83.4,62.9,119.6,40.6,134.0,29.8,14.3,762.4,13.3,0.0,5.1,41.5,60.3,23.4,559.1,3.5,651.1,2.4,0.78,0.99,0.90,0.81,0.09,0.34,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002114329.89,5762645.59,1000000000.00,0.00,0.00,497958.80,558.000,497958.80,10776.968,1693.828,9.043,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,86.0],[26.5,83.7],[83.4,62.9],[119.6,40.6],[134.0,29.8]]","[[5.1,41.5],[60.3,23.4],[559.1,3.5],[651.1,2.4]]","[[0.0,1.0],[13.397,1.0],[13.397,1.0],[66.985,1.0],[66.985,1.0],[120.573,1.0],[120.573,1.0],[133.97,1.0],[1000000000.0,1.0]]","[[0.0,0.779],[66.433,0.779],[66.433,0.992],[259.078,0.992],[259.078,0.902],[628.029,0.902],[628.029,0.813],[762.38,0.813],[763.38,0.0]]",ESCAPE
Phase 2 (coarse),2825,5.9907,5.9,83.5,29.7,80.6,83.4,60.4,116.3,41.1,130.1,29.7,13.8,832.4,18.1,0.0,3.3,51.8,178.4,23.4,750.9,3.7,1009.7,4.4,0.80,0.93,0.98,0.79,0.06,0.30,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005711494.95,5831884.64,1000000000.00,0.00,0.00,715918.86,564.000,715918.86,10616.851,2768.973,15.118,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,83.5],[29.7,80.6],[83.4,60.4],[116.3,41.1],[130.1,29.7]]","[[3.3,51.8],[178.4,23.4],[750.9,3.7],[1009.7,4.4]]","[[0.0,1.0],[13.01,1.0],[13.01,1.0],[65.05,1.0],[65.05,1.0],[117.09,1.0],[117.09,1.0],[130.1,1.0],[1000000000.0,1.0]]","[[0.0,0.796],[49.241,0.796],[49.241,0.935],[248.272,0.935],[248.272,0.98],[688.463,0.98],[688.463,0.791],[832.396,0.791],[833.396,0.0]]",ESCAPE
Phase 2 (coarse),2830,5.5883,5.8,82.6,31.6,83.4,82.0,57.2,120.0,45.8,124.4,30.0,14.4,794.5,20.0,0.0,5.2,59.5,131.8,23.5,795.1,4.4,902.0,3.5,0.91,0.96,0.97,0.83,0.06,0.35,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001781896.43,5759635.52,1000000000.00,0.00,0.00,681256.03,557.000,681256.03,10635.471,2723.445,14.837,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.8,82.6],[31.6,83.4],[82.0,57.2],[120.0,45.8],[124.4,30.0]]","[[5.2,59.5],[131.8,23.5],[795.1,4.4],[902.0,3.5]]","[[0.0,1.0],[12.439,1.0],[12.439,1.0],[62.196,1.0],[62.196,1.0],[111.953,1.0],[111.953,1.0],[124.393,1.0],[1000000000.0,1.0]]","[[0.0,0.914],[50.758,0.914],[50.758,0.961],[280.989,0.961],[280.989,0.966],[649.233,0.966],[649.233,0.834],[794.544,0.834],[795.544,0.0]]",ESCAPE
Phase 2 (coarse),2826,5.7461,6.1,85.7,28.5,81.8,82.3,63.2,117.3,41.1,126.9,30.0,13.8,777.7,11.7,0.0,2.6,53.8,116.4,18.2,797.4,2.8,955.8,2.9,0.85,0.88,1.00,0.76,0.05,0.37,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009497257.05,5802352.02,1000000000.00,0.00,0.00,537217.25,569.000,537217.25,10760.057,1823.323,9.756,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,85.7],[28.5,81.8],[82.3,63.2],[117.3,41.1],[126.9,30.0]]","[[2.6,53.8],[116.4,18.2],[797.4,2.8],[955.8,2.9]]","[[0.0,1.0],[12.691,1.0],[12.691,1.0],[63.453,1.0],[63.453,1.0],[114.215,1.0],[114.215,1.0],[126.905,1.0],[1000000000.0,1.0]]","[[0.0,0.85],[39.091,0.85],[39.091,0.878],[287.276,0.878],[287.276,1.0],[626.382,1.0],[626.382,0.76],[777.714,0.76],[778.714,0.0]]",ESCAPE
Phase 2 (coarse),2831,5.9647,5.4,88.4,24.7,80.4,83.0,52.1,119.9,40.7,139.6,28.6,13.7,695.7,20.0,0.0,0.2,65.4,154.2,19.5,705.8,2.4,617.0,3.9,0.73,0.92,1.00,0.79,0.08,0.26,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006476960.68,5833472.09,1000000000.00,0.00,0.00,587305.52,564.000,587305.52,10715.751,2082.134,11.204,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,88.4],[24.7,80.4],[83.0,52.1],[119.9,40.7],[139.6,28.6]]","[[0.2,65.4],[154.2,19.5],[617.0,3.9],[705.8,2.4]]","[[0.0,1.0],[13.964,1.0],[13.964,1.0],[69.818,1.0],[69.818,1.0],[125.672,1.0],[125.672,1.0],[139.635,1.0],[1000000000.0,1.0]]","[[0.0,0.735],[55.814,0.735],[55.814,0.921],[178.314,0.921],[178.314,0.999],[597.241,0.999],[597.241,0.793],[695.677,0.793],[696.677,0.0]]",ESCAPE
Phase 2 (coarse),2832,5.6414,4.6,85.1,25.5,77.5,83.2,59.2,115.8,40.9,134.6,26.9,17.5,811.3,16.5,0.0,4.8,47.0,143.5,23.1,783.5,4.4,458.0,4.5,0.81,1.00,0.85,0.78,0.11,0.37,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005688308.21,5772139.72,1000000000.00,0.00,0.00,608057.63,562.500,608057.63,10698.370,2507.203,13.554,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,85.1],[25.5,77.5],[83.2,59.2],[115.8,40.9],[134.6,26.9]]","[[4.8,47.0],[143.5,23.1],[458.0,4.5],[783.5,4.4]]","[[0.0,1.0],[13.461,1.0],[13.461,1.0],[67.303,1.0],[67.303,1.0],[121.145,1.0],[121.145,1.0],[134.606,1.0],[1000000000.0,1.0]]","[[0.0,0.81],[88.265,0.81],[88.265,0.995],[303.091,0.995],[303.091,0.847],[712.419,0.847],[712.419,0.782],[811.286,0.782],[812.286,0.0]]",ESCAPE
Phase 2 (coarse),2827,6.0526,4.9,84.2,26.1,80.1,83.4,62.9,119.7,48.0,138.0,29.9,14.6,827.0,20.1,0.0,10.1,57.2,110.2,20.8,795.5,4.3,738.0,4.1,0.83,0.83,1.00,0.93,0.07,0.36,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001533122.24,5837277.23,1000000000.00,0.00,0.00,552026.13,592.000,552026.13,10733.751,1964.821,10.548,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.9,84.2],[26.1,80.1],[83.4,62.9],[119.7,48.0],[138.0,29.9]]","[[10.1,57.2],[110.2,20.8],[738.0,4.1],[795.5,4.3]]","[[0.0,1.0],[13.799,1.0],[13.799,1.0],[68.995,1.0],[68.995,1.0],[124.192,1.0],[124.192,1.0],[137.991,1.0],[1000000000.0,1.0]]","[[0.0,0.83],[60.515,0.83],[60.515,0.832],[297.082,0.832],[297.082,1.0],[665.057,1.0],[665.057,0.926],[826.969,0.926],[827.969,0.0]]",ESCAPE
Phase 2 (coarse),2828,5.6139,4.0,82.6,26.4,84.2,82.5,59.9,118.1,41.3,129.9,27.1,17.0,785.0,19.1,0.0,4.1,44.4,149.0,20.6,641.8,3.8,983.7,4.4,0.88,0.83,0.97,0.78,0.08,0.33,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003158137.08,5755884.04,1000000000.00,0.00,0.00,503449.37,586.000,503449.37,10774.605,1754.006,9.369,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,82.6],[26.4,84.2],[82.5,59.9],[118.1,41.3],[129.9,27.1]]","[[4.1,44.4],[149.0,20.6],[641.8,3.8],[983.7,4.4]]","[[0.0,1.0],[12.992,1.0],[12.992,1.0],[64.961,1.0],[64.961,1.0],[116.931,1.0],[116.931,1.0],[129.923,1.0],[1000000000.0,1.0]]","[[0.0,0.881],[65.464,0.881],[65.464,0.832],[261.591,0.832],[261.591,0.968],[676.954,0.968],[676.954,0.779],[784.952,0.779],[785.952,0.0]]",ESCAPE
Phase 2 (coarse),2837,5.5885,5.9,82.9,27.6,83.3,77.6,59.5,119.9,44.9,126.5,29.6,19.0,833.5,13.5,0.0,0.0,44.8,89.3,23.6,748.5,3.6,782.1,3.1,0.91,0.94,1.00,0.93,0.10,0.36,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008207138.07,5754877.40,1000000000.00,0.00,0.00,570297.33,557.000,570297.33,10732.067,2292.979,12.337,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,82.9],[27.6,83.3],[77.6,59.5],[119.9,44.9],[126.5,29.6]]","[[0.0,44.8],[89.3,23.6],[748.5,3.6],[782.1,3.1]]","[[0.0,1.0],[12.649,1.0],[12.649,1.0],[63.244,1.0],[63.244,1.0],[113.839,1.0],[113.839,1.0],[126.488,1.0],[1000000000.0,1.0]]","[[0.0,0.912],[86.672,0.912],[86.672,0.944],[298.141,0.944],[298.141,0.999],[679.111,0.999],[679.111,0.929],[833.536,0.929],[834.536,0.0]]",ESCAPE
Phase 2 (coarse),2836,5.7121,6.1,82.7,25.0,84.6,83.3,63.1,119.9,40.6,139.8,29.7,16.2,782.7,13.6,0.0,1.9,53.3,98.3,23.5,735.2,3.5,780.9,4.0,0.93,0.98,0.96,0.95,0.10,0.31,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002527969.62,5778747.68,1000000000.00,0.00,0.00,645010.00,548.500,645010.00,10664.290,2496.767,13.540,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,82.7],[25.0,84.6],[83.3,63.1],[119.9,40.6],[139.8,29.7]]","[[1.9,53.3],[98.3,23.5],[735.2,3.5],[780.9,4.0]]","[[0.0,1.0],[13.985,1.0],[13.985,1.0],[69.923,1.0],[69.923,1.0],[125.861,1.0],[125.861,1.0],[139.845,1.0],[1000000000.0,1.0]]","[[0.0,0.93],[78.371,0.93],[78.371,0.98],[240.718,0.98],[240.718,0.962],[665.173,0.962],[665.173,0.953],[782.726,0.953],[783.726,0.0]]",ESCAPE
Phase 2 (coarse),2839,5.5961,5.7,83.3,28.6,81.1,82.8,63.0,119.4,43.6,127.9,30.0,17.8,681.3,10.6,0.0,4.1,59.3,128.2,15.3,692.8,3.7,1011.9,3.2,0.82,0.93,0.98,0.80,0.07,0.30,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009328011.41,5756955.57,1000000000.00,0.00,0.00,507419.30,557.000,507419.30,10782.948,1622.216,8.653,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,83.3],[28.6,81.1],[82.8,63.0],[119.4,43.6],[127.9,30.0]]","[[4.1,59.3],[128.2,15.3],[692.8,3.7],[1011.9,3.2]]","[[0.0,1.0],[12.786,1.0],[12.786,1.0],[63.929,1.0],[63.929,1.0],[115.072,1.0],[115.072,1.0],[127.858,1.0],[1000000000.0,1.0]]","[[0.0,0.818],[47.951,0.818],[47.951,0.929],[201.31,0.929],[201.31,0.981],[582.654,0.981],[582.654,0.801],[681.337,0.801],[682.337,0.0]]",ESCAPE
Phase 2 (coarse),2835,5.6161,5.5,83.4,25.0,83.7,83.1,62.0,118.6,41.5,142.0,29.6,15.7,833.1,13.9,0.0,2.9,67.5,147.3,23.6,562.5,3.9,1013.8,1.5,0.80,0.97,1.00,0.93,0.09,0.25,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001093388.75,5765592.41,1000000000.00,0.00,0.00,671808.24,558.500,671808.24,10641.304,2342.186,12.715,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.5,83.4],[25.0,83.7],[83.1,62.0],[118.6,41.5],[142.0,29.6]]","[[2.9,67.5],[147.3,23.6],[562.5,3.9],[1013.8,1.5]]","[[0.0,1.0],[14.199,1.0],[14.199,1.0],[70.994,1.0],[70.994,1.0],[127.789,1.0],[127.789,1.0],[141.988,1.0],[1000000000.0,1.0]]","[[0.0,0.804],[72.395,0.804],[72.395,0.968],[208.353,0.968],[208.353,0.999],[736.325,0.999],[736.325,0.925],[833.053,0.925],[834.053,0.0]]",ESCAPE
Phase 2 (coarse),2840,5.6486,5.9,83.7,30.3,77.7,78.5,50.5,119.9,40.5,135.0,30.0,14.7,766.4,17.0,0.0,1.8,63.3,109.9,15.8,649.0,4.2,825.7,2.4,0.90,0.91,0.98,0.86,0.05,0.36,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007531926.85,5757638.72,1000000000.00,0.00,0.00,450949.24,559.000,450949.24,10824.024,1483.627,7.878,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,83.7],[30.3,77.7],[78.5,50.5],[119.9,40.5],[135.0,30.0]]","[[1.8,63.3],[109.9,15.8],[649.0,4.2],[825.7,2.4]]","[[0.0,1.0],[13.5,1.0],[13.5,1.0],[67.502,1.0],[67.502,1.0],[121.504,1.0],[121.504,1.0],[135.005,1.0],[1000000000.0,1.0]]","[[0.0,0.898],[40.694,0.898],[40.694,0.911],[272.67,0.911],[272.67,0.984],[625.269,0.984],[625.269,0.857],[766.442,0.857],[767.442,0.0]]",ESCAPE
